instance_name,algorithm_name,period,base_id,supplier_id,purchase_qty,supplier_grade,purchase_price,transport_cost_per_ton,delivered_unit_cost,iron_qty,unit_iron_cost,purchase_cost,transport_cost,is_selected,is_long_contract_supplier
case_4x35,ga_greedy,0,0,0,0.000000,0.540000,862.655137,32.247866,894.903003,0.000000,1657.227783,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,0,0.000000,0.540000,926.999545,32.247866,959.247410,0.000000,1776.384093,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,1,0.000000,0.490000,809.027682,39.274413,848.302094,0.000000,1731.228764,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,1,0.000000,0.490000,890.173310,39.274413,929.447723,0.000000,1896.832088,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,2,0.000000,0.340000,923.901352,16.782751,940.684103,0.000000,2766.717950,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,2,0.000000,0.340000,921.584641,16.782751,938.367392,0.000000,2759.904093,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,3,0.000000,0.620000,906.078369,17.588673,923.667042,0.000000,1489.785552,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,3,0.000000,0.620000,902.216840,17.588673,919.805513,0.000000,1483.557279,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,4,0.000000,0.610000,877.099034,26.000000,903.099034,0.000000,1480.490219,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,4,100000.000000,0.610000,876.372531,26.000000,902.372531,61000.000000,1479.299232,87637253.126907,2600000.000000,1,0
case_4x35,ga_greedy,0,0,5,0.000000,0.650000,980.058050,54.073272,1034.131322,0.000000,1590.971264,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,5,0.000000,0.650000,941.096515,54.073272,995.169787,0.000000,1531.030442,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,6,0.000000,0.370000,897.130788,32.800411,929.931199,0.000000,2513.327565,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,6,0.000000,0.370000,893.248166,32.800411,926.048577,0.000000,2502.833992,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,7,0.000000,0.310000,921.652600,23.176721,944.829321,0.000000,3047.836519,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,7,0.000000,0.310000,907.039295,23.176721,930.216016,0.000000,3000.696825,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,8,0.000000,0.320000,964.597013,30.000000,994.597013,0.000000,3108.115666,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,8,0.000000,0.320000,864.525103,30.000000,894.525103,0.000000,2795.390947,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,9,0.000000,0.420000,996.559651,20.357307,1016.916958,0.000000,2421.230852,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,9,100000.000000,0.420000,899.197571,20.357307,919.554878,42000.000000,2189.416376,89919757.133836,2035730.668450,1,0
case_4x35,ga_greedy,0,0,10,99999.000000,0.260000,883.216054,10.000000,893.216054,25999.740000,3435.446362,88320722.205874,999990.000000,1,0
case_4x35,ga_greedy,1,0,10,0.000000,0.260000,971.283957,10.000000,981.283957,0.000000,3774.169064,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,11,100000.000000,0.450000,834.382230,21.373025,855.755255,45000.000000,1901.678344,83438222.953403,2137302.516453,1,0
case_4x35,ga_greedy,1,0,11,0.000000,0.450000,858.504466,21.373025,879.877491,0.000000,1955.283314,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,12,0.000000,0.260000,964.873022,11.090281,975.963303,0.000000,3753.705013,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,12,0.000000,0.260000,967.958292,11.090281,979.048573,0.000000,3765.571435,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,13,0.000000,0.760000,942.604206,10.383533,952.987739,0.000000,1253.931235,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,13,0.000000,0.760000,915.347772,10.383533,925.731305,0.000000,1218.067506,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,14,0.000000,0.260000,982.905889,10.000000,992.905889,0.000000,3818.868804,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,14,0.000000,0.260000,955.261624,10.000000,965.261624,0.000000,3712.544708,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,15,0.000000,0.930000,868.562596,11.092965,879.655561,0.000000,945.866195,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,15,0.000000,0.930000,917.792370,11.092965,928.885334,0.000000,998.801435,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,16,100000.000000,0.680000,852.769355,11.381716,864.151071,68000.000000,1270.810399,85276935.501025,1138171.601930,1,1
case_4x35,ga_greedy,1,0,16,100000.000000,0.680000,818.716819,11.381716,830.098535,68000.000000,1220.733139,81871681.862950,1138171.601930,1,1
case_4x35,ga_greedy,0,0,17,100000.000000,0.790000,800.326133,30.498162,830.824296,79000.000000,1051.676324,80032613.348272,3049816.209506,1,1
case_4x35,ga_greedy,1,0,17,100000.000000,0.790000,838.854982,30.498162,869.353144,79000.000000,1100.447018,83885498.209654,3049816.209506,1,1
case_4x35,ga_greedy,0,0,18,0.000000,0.450000,903.296534,15.025968,918.322502,0.000000,2040.716672,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,18,100000.000000,0.450000,902.910818,15.025968,917.936786,45000.000000,2039.859524,90291081.784255,1502596.794446,1,1
case_4x35,ga_greedy,0,0,19,100000.000000,0.770000,936.925516,16.990869,953.916385,77000.000000,1238.852447,93692551.569459,1699086.886260,1,1
case_4x35,ga_greedy,1,0,19,100000.000000,0.770000,849.976076,16.990869,866.966945,77000.000000,1125.931097,84997607.565698,1699086.886260,1,1
case_4x35,ga_greedy,0,0,20,0.000000,0.389479,871.474247,23.000000,894.474247,0.000000,2296.589549,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,20,0.000000,0.389479,986.860105,23.000000,1009.860105,0.000000,2592.846212,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,21,0.000000,0.671815,945.396498,23.000000,968.396498,0.000000,1441.463491,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,21,0.000000,0.671815,964.376954,23.000000,987.376954,0.000000,1469.716005,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,22,0.000000,0.816304,865.257916,26.000000,891.257916,0.000000,1091.820857,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,22,0.000000,0.816304,839.356787,26.000000,865.356787,0.000000,1060.091104,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,23,0.000000,0.755508,798.786894,20.000000,818.786894,0.000000,1083.757063,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,23,0.000000,0.755508,942.527275,20.000000,962.527275,0.000000,1274.013714,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,24,0.000000,0.611432,880.539359,16.000000,896.539359,0.000000,1466.294527,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,24,100000.000000,0.611432,985.454700,16.000000,1001.454700,61143.197518,1637.884084,98545470.048821,1600000.000000,1,1
case_4x35,ga_greedy,0,0,25,100000.000000,0.544961,994.851015,11.000000,1005.851015,54496.103389,1845.730158,99485101.525969,1100000.000000,1,1
case_4x35,ga_greedy,1,0,25,0.000000,0.544961,875.709977,11.000000,886.709977,0.000000,1627.107118,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,26,0.000000,0.637902,911.540900,23.000000,934.540900,0.000000,1465.023176,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,26,0.000000,0.637902,870.957551,23.000000,893.957551,0.000000,1401.403117,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,27,0.000000,0.337051,800.331752,16.000000,816.331752,0.000000,2421.984390,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,27,0.000000,0.337051,945.390584,16.000000,961.390584,0.000000,2852.361164,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,28,0.000000,0.306272,813.391385,23.000000,836.391385,0.000000,2730.881022,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,28,0.000000,0.306272,937.569803,23.000000,960.569803,0.000000,3136.332931,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,29,0.000000,0.961814,970.022282,17.000000,987.022282,0.000000,1026.209191,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,29,1114704.138951,0.961814,856.855695,17.000000,873.855695,1072137.955242,908.549646,955140589.346859,18949970.362163,1,0
case_4x35,ga_greedy,0,0,30,0.000000,0.915692,832.223535,20.000000,852.223535,0.000000,930.687610,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,0,30,0.000000,0.915692,915.438425,20.000000,935.438425,0.000000,1021.564080,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,0,31,0.000000,0.864023,989.869891,11.000000,1000.869891,0.000000,1158.383493,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,31,0.000000,0.864023,886.311853,11.000000,897.311853,0.000000,1038.527832,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,32,36140.711381,0.848510,862.606032,14.000000,876.606032,30665.768426,1033.111747,31175195.632741,505969.959334,1,0
case_4x35,ga_greedy,1,0,32,0.000000,0.848510,921.448417,14.000000,935.448417,0.000000,1102.459615,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,33,0.000000,0.712722,929.839602,22.000000,951.839602,0.000000,1335.498447,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,33,0.000000,0.712722,916.900451,22.000000,938.900451,0.000000,1317.343901,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,0,34,0.000000,0.625333,948.392006,10.000000,958.392006,0.000000,1532.609979,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,0,34,0.000000,0.625333,834.476741,10.000000,844.476741,0.000000,1350.442691,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,0,0.000000,0.540000,862.655137,33.247866,895.903003,0.000000,1659.079635,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,0,0.000000,0.540000,926.999545,33.247866,960.247410,0.000000,1778.235945,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,1,0.000000,0.490000,809.027682,40.274413,849.302094,0.000000,1733.269580,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,1,0.000000,0.490000,890.173310,40.274413,930.447723,0.000000,1898.872904,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,2,0.000000,0.340000,923.901352,17.782751,941.684103,0.000000,2769.659126,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,2,0.000000,0.340000,921.584641,17.782751,939.367392,0.000000,2762.845270,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,3,0.000000,0.620000,906.078369,18.588673,924.667042,0.000000,1491.398455,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,3,0.000000,0.620000,902.216840,18.588673,920.805513,0.000000,1485.170182,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,4,0.000000,0.610000,877.099034,27.000000,904.099034,0.000000,1482.129564,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,4,0.000000,0.610000,876.372531,27.000000,903.372531,0.000000,1480.938576,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,5,0.000000,0.650000,980.058050,55.073272,1035.131322,0.000000,1592.509725,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,5,0.000000,0.650000,941.096515,55.073272,996.169787,0.000000,1532.568903,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,6,0.000000,0.370000,897.130788,33.800411,930.931199,0.000000,2516.030268,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,6,0.000000,0.370000,893.248166,33.800411,927.048577,0.000000,2505.536695,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,7,0.000000,0.310000,921.652600,24.176721,945.829321,0.000000,3051.062325,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,7,0.000000,0.310000,907.039295,24.176721,931.216016,0.000000,3003.922631,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,8,0.000000,0.320000,964.597013,31.000000,995.597013,0.000000,3111.240666,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,8,0.000000,0.320000,864.525103,31.000000,895.525103,0.000000,2798.515947,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,9,0.000000,0.420000,996.559651,21.357307,1017.916958,0.000000,2423.611804,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,9,0.000000,0.420000,899.197571,21.357307,920.554878,0.000000,2191.797329,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,10,0.000000,0.260000,883.216054,11.000000,894.216054,0.000000,3439.292516,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,10,0.000000,0.260000,971.283957,11.000000,982.283957,0.000000,3778.015218,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,11,0.000000,0.450000,834.382230,22.373025,856.755255,0.000000,1903.900566,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,11,0.000000,0.450000,858.504466,22.373025,880.877491,0.000000,1957.505536,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,12,0.000000,0.260000,964.873022,12.090281,976.963303,0.000000,3757.551167,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,12,0.000000,0.260000,967.958292,12.090281,980.048573,0.000000,3769.417589,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,13,0.000000,0.760000,942.604206,11.383533,953.987739,0.000000,1255.247025,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,13,0.000000,0.760000,915.347772,11.383533,926.731305,0.000000,1219.383296,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,14,100000.000000,0.260000,982.905889,11.000000,993.905889,26000.000000,3822.714958,98290588.896683,1100000.000000,1,1
case_4x35,ga_greedy,1,1,14,100000.000000,0.260000,955.261624,11.000000,966.261624,26000.000000,3716.390862,95526162.418288,1100000.000000,1,1
case_4x35,ga_greedy,0,1,15,0.000000,0.930000,868.562596,12.092965,880.655561,0.000000,946.941464,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,15,0.000000,0.930000,917.792370,12.092965,929.885334,0.000000,999.876704,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,16,0.000000,0.680000,852.769355,12.381716,865.151071,0.000000,1272.280987,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,16,0.000000,0.680000,818.716819,12.381716,831.098535,0.000000,1222.203727,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,17,0.000000,0.790000,800.326133,31.498162,831.824296,0.000000,1052.942146,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,17,0.000000,0.790000,838.854982,31.498162,870.353144,0.000000,1101.712841,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,18,100000.000000,0.450000,903.296534,16.025968,919.322502,45000.000000,2042.938894,90329653.432574,1602596.794446,1,1
case_4x35,ga_greedy,1,1,18,0.000000,0.450000,902.910818,16.025968,918.936786,0.000000,2042.081746,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,19,0.000000,0.770000,936.925516,17.990869,954.916385,0.000000,1240.151149,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,19,0.000000,0.770000,849.976076,17.990869,867.966945,0.000000,1127.229798,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,20,0.000000,0.389479,871.474247,26.000000,897.474247,0.000000,2304.292140,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,20,100000.000000,0.389479,986.860105,26.000000,1012.860105,38947.936823,2600.548803,98686010.465218,2600000.000000,1,1
case_4x35,ga_greedy,0,1,21,0.000000,0.671815,945.396498,11.000000,956.396498,0.000000,1423.601425,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,21,100000.000000,0.671815,964.376954,11.000000,975.376954,67181.479346,1451.853939,96437695.424218,1100000.000000,1,1
case_4x35,ga_greedy,0,1,22,0.000000,0.816304,865.257916,27.000000,892.257916,0.000000,1093.045890,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,22,0.000000,0.816304,839.356787,27.000000,866.356787,0.000000,1061.316137,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,23,208294.072307,0.755508,798.786894,13.000000,811.786894,157367.792534,1074.491771,166382575.123387,2707822.939997,1,1
case_4x35,ga_greedy,1,1,23,0.000000,0.755508,942.527275,13.000000,955.527275,0.000000,1264.748423,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,24,100000.000000,0.611432,880.539359,28.000000,908.539359,61143.197518,1485.920586,88053935.880899,2800000.000000,1,1
case_4x35,ga_greedy,1,1,24,0.000000,0.611432,985.454700,28.000000,1013.454700,0.000000,1657.510143,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,25,0.000000,0.544961,994.851015,21.000000,1015.851015,0.000000,1864.080094,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,25,0.000000,0.544961,875.709977,21.000000,896.709977,0.000000,1645.457054,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,1,26,0.000000,0.637902,911.540900,11.000000,922.540900,0.000000,1446.211503,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,26,0.000000,0.637902,870.957551,11.000000,881.957551,0.000000,1382.591444,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,27,0.000000,0.337051,800.331752,13.000000,813.331752,0.000000,2413.083655,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,27,0.000000,0.337051,945.390584,13.000000,958.390584,0.000000,2843.460429,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,28,0.000000,0.306272,813.391385,18.000000,831.391385,0.000000,2714.555644,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,28,0.000000,0.306272,937.569803,18.000000,955.569803,0.000000,3120.007553,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,29,0.000000,0.961814,970.022282,16.000000,986.022282,0.000000,1025.169489,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,29,0.000000,0.961814,856.855695,16.000000,872.855695,0.000000,907.509944,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,30,0.000000,0.915692,832.223535,11.000000,843.223535,0.000000,920.858981,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,1,30,199787.152911,0.915692,915.438425,11.000000,926.438425,182943.569840,1011.735452,182892836.595628,2197658.682020,1,1
case_4x35,ga_greedy,0,1,31,0.000000,0.864023,989.869891,25.000000,1014.869891,0.000000,1174.586767,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,31,0.000000,0.864023,886.311853,25.000000,911.311853,0.000000,1054.731106,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,32,0.000000,0.848510,862.606032,10.000000,872.606032,0.000000,1028.397603,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,32,0.000000,0.848510,921.448417,10.000000,931.448417,0.000000,1097.745471,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,33,0.000000,0.712722,929.839602,14.000000,943.839602,0.000000,1324.273880,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,33,0.000000,0.712722,916.900451,14.000000,930.900451,0.000000,1306.119334,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,1,34,0.000000,0.625333,948.392006,13.000000,961.392006,0.000000,1537.407421,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,1,34,0.000000,0.625333,834.476741,13.000000,847.476741,0.000000,1355.240133,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,0,0.000000,0.540000,862.655137,34.247866,896.903003,0.000000,1660.931487,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,0,0.000000,0.540000,926.999545,34.247866,961.247410,0.000000,1780.087797,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,1,0.000000,0.490000,809.027682,41.274413,850.302094,0.000000,1735.310396,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,1,0.000000,0.490000,890.173310,41.274413,931.447723,0.000000,1900.913720,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,2,0.000000,0.340000,923.901352,18.782751,942.684103,0.000000,2772.600303,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,2,0.000000,0.340000,921.584641,18.782751,940.367392,0.000000,2765.786446,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,3,0.000000,0.620000,906.078369,19.588673,925.667042,0.000000,1493.011359,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,3,0.000000,0.620000,902.216840,19.588673,921.805513,0.000000,1486.783085,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,4,0.000000,0.610000,877.099034,28.000000,905.099034,0.000000,1483.768908,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,4,0.000000,0.610000,876.372531,28.000000,904.372531,0.000000,1482.577920,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,5,0.000000,0.650000,980.058050,56.073272,1036.131322,0.000000,1594.048187,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,5,0.000000,0.650000,941.096515,56.073272,997.169787,0.000000,1534.107365,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,6,0.000000,0.370000,897.130788,34.800411,931.931199,0.000000,2518.732971,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,6,0.000000,0.370000,893.248166,34.800411,928.048577,0.000000,2508.239398,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,7,0.000000,0.310000,921.652600,25.176721,946.829321,0.000000,3054.288132,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,7,0.000000,0.310000,907.039295,25.176721,932.216016,0.000000,3007.148438,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,8,0.000000,0.320000,964.597013,32.000000,996.597013,0.000000,3114.365666,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,8,0.000000,0.320000,864.525103,32.000000,896.525103,0.000000,2801.640947,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,9,0.000000,0.420000,996.559651,22.357307,1018.916958,0.000000,2425.992757,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,9,0.000000,0.420000,899.197571,22.357307,921.554878,0.000000,2194.178281,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,10,0.000000,0.260000,883.216054,12.000000,895.216054,0.000000,3443.138670,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,10,0.000000,0.260000,971.283957,12.000000,983.283957,0.000000,3781.861372,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,11,0.000000,0.450000,834.382230,23.373025,857.755255,0.000000,1906.122788,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,11,0.000000,0.450000,858.504466,23.373025,881.877491,0.000000,1959.727758,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,12,0.000000,0.260000,964.873022,13.090281,977.963303,0.000000,3761.397321,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,12,0.000000,0.260000,967.958292,13.090281,981.048573,0.000000,3773.263742,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,13,0.000000,0.760000,942.604206,12.383533,954.987739,0.000000,1256.562814,0.000000,0.000000,0,0
case_4x35,ga_greedy,1,2,13,0.000000,0.760000,915.347772,12.383533,927.731305,0.000000,1220.699085,0.000000,0.000000,0,0
case_4x35,ga_greedy,0,2,14,0.000000,0.260000,982.905889,12.000000,994.905889,0.000000,3826.561111,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,2,14,0.000000,0.260000,955.261624,12.000000,967.261624,0.000000,3720.237016,0.000000,0.000000,0,1
case_4x35,ga_greedy,0,2,15,0.000000,0.930000,868.562596,13.092965,881.655561,0.000000,948.016733,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,2,15,431802.875537,0.930000,917.792370,13.092965,930.885334,401576.674249,1000.951972,396305384.313267,5653579.884189,1,1
case_4x35,ga_greedy,0,2,16,0.000000,0.680000,852.769355,13.381716,866.151071,0.000000,1273.751575,0.000000,0.000000,0,1
case_4x35,ga_greedy,1,2,16,0.000000,0.680000,818.716819,13.381716,832.098535,0.000000,1223.674316,0.000000,0.000000,0,1
