instance_name,algorithm_name,period,base_id,supplier_id,purchase_qty,supplier_grade,purchase_price,transport_cost_per_ton,delivered_unit_cost,iron_qty,unit_iron_cost,purchase_cost,transport_cost,is_selected,is_long_contract_supplier
case_5x30,manual,0,0,0,0.000000,0.540000,862.655137,32.247866,894.903003,0.000000,1657.227783,0.000000,0.000000,0,0
case_5x30,manual,1,0,0,0.000000,0.540000,926.999545,32.247866,959.247410,0.000000,1776.384093,0.000000,0.000000,0,0
case_5x30,manual,0,0,1,0.000000,0.490000,809.027682,39.274413,848.302094,0.000000,1731.228764,0.000000,0.000000,0,0
case_5x30,manual,1,0,1,0.000000,0.490000,890.173310,39.274413,929.447723,0.000000,1896.832088,0.000000,0.000000,0,0
case_5x30,manual,0,0,2,0.000000,0.340000,923.901352,16.782751,940.684103,0.000000,2766.717950,0.000000,0.000000,0,0
case_5x30,manual,1,0,2,0.000000,0.340000,921.584641,16.782751,938.367392,0.000000,2759.904093,0.000000,0.000000,0,0
case_5x30,manual,0,0,3,0.000000,0.620000,906.078369,17.588673,923.667042,0.000000,1489.785552,0.000000,0.000000,0,0
case_5x30,manual,1,0,3,0.000000,0.620000,902.216840,17.588673,919.805513,0.000000,1483.557279,0.000000,0.000000,0,0
case_5x30,manual,0,0,4,0.000000,0.610000,877.099034,26.000000,903.099034,0.000000,1480.490219,0.000000,0.000000,0,0
case_5x30,manual,1,0,4,0.000000,0.610000,879.055731,26.000000,905.055731,0.000000,1483.697920,0.000000,0.000000,0,0
case_5x30,manual,0,0,5,0.000000,0.650000,980.058050,54.073272,1034.131322,0.000000,1590.971264,0.000000,0.000000,0,0
case_5x30,manual,1,0,5,0.000000,0.650000,941.096515,54.073272,995.169787,0.000000,1531.030442,0.000000,0.000000,0,0
case_5x30,manual,0,0,6,0.000000,0.370000,897.130788,32.800411,929.931199,0.000000,2513.327565,0.000000,0.000000,0,0
case_5x30,manual,1,0,6,0.000000,0.370000,893.248166,32.800411,926.048577,0.000000,2502.833992,0.000000,0.000000,0,0
case_5x30,manual,0,0,7,0.000000,0.310000,921.652600,23.176721,944.829321,0.000000,3047.836519,0.000000,0.000000,0,0
case_5x30,manual,1,0,7,0.000000,0.310000,907.039295,23.176721,930.216016,0.000000,3000.696825,0.000000,0.000000,0,0
case_5x30,manual,0,0,8,0.000000,0.320000,964.597013,30.000000,994.597013,0.000000,3108.115666,0.000000,0.000000,0,0
case_5x30,manual,1,0,8,0.000000,0.320000,864.525103,30.000000,894.525103,0.000000,2795.390947,0.000000,0.000000,0,0
case_5x30,manual,0,0,9,0.000000,0.420000,996.559651,20.357307,1016.916958,0.000000,2421.230852,0.000000,0.000000,0,0
case_5x30,manual,1,0,9,0.000000,0.420000,906.757771,20.357307,927.115078,0.000000,2207.416852,0.000000,0.000000,0,0
case_5x30,manual,0,0,10,0.000000,0.260000,888.146005,10.000000,898.146005,0.000000,3454.407711,0.000000,0.000000,0,0
case_5x30,manual,1,0,10,0.000000,0.260000,971.283957,10.000000,981.283957,0.000000,3774.169064,0.000000,0.000000,0,0
case_5x30,manual,0,0,11,0.000000,0.450000,838.189030,21.373025,859.562055,0.000000,1910.137899,0.000000,0.000000,0,0
case_5x30,manual,1,0,11,0.000000,0.450000,858.504466,21.373025,879.877491,0.000000,1955.283314,0.000000,0.000000,0,0
case_5x30,manual,0,0,12,0.000000,0.260000,964.873022,11.090281,975.963303,0.000000,3753.705013,0.000000,0.000000,0,0
case_5x30,manual,1,0,12,0.000000,0.260000,967.958292,11.090281,979.048573,0.000000,3765.571435,0.000000,0.000000,0,0
case_5x30,manual,0,0,13,0.000000,0.760000,942.604206,10.383533,952.987739,0.000000,1253.931235,0.000000,0.000000,0,0
case_5x30,manual,1,0,13,0.000000,0.760000,915.347772,10.383533,925.731305,0.000000,1218.067506,0.000000,0.000000,0,0
case_5x30,manual,0,0,14,25000.000000,0.260000,982.905889,10.000000,992.905889,6500.000000,3818.868804,24572647.224171,250000.000000,1,1
case_5x30,manual,1,0,14,25000.000000,0.260000,955.261624,10.000000,965.261624,6500.000000,3712.544708,23881540.604572,250000.000000,1,1
case_5x30,manual,0,0,15,188489.018128,0.930000,839.995360,11.092965,851.088324,175294.786859,915.148736,158329900.563378,2090902.058235,1,1
case_5x30,manual,1,0,15,368735.439927,0.930000,893.397465,11.092965,904.490430,342923.959132,972.570355,329427307.269809,4090369.284864,1,1
case_5x30,manual,0,0,16,20000.000000,0.680000,852.769355,11.381716,864.151071,13600.000000,1270.810399,17055387.100205,227634.320386,1,1
